"Lake","Date","Year","DOY","Depth","Temperature"
"P",2010-07-06,2010,187,3,20.7
"P",2010-07-06,2010,187,4,20.7
"P",2010-07-06,2010,187,5,20.7
"P",2010-07-06,2010,187,6,20.7
"P",2010-07-06,2010,187,7,20.6
"P",2010-07-06,2010,187,8,20.5
"P",2010-07-06,2010,187,9,15.7
"P",2010-07-06,2010,187,10,15.2
"P",2010-07-06,2010,187,11,13.1
"P",2010-07-06,2010,187,12,13
"P",2010-07-20,2010,201,0,21.5
"P",2010-07-20,2010,201,1,21.1
"P",2010-07-20,2010,201,2,21.1
"P",2010-07-20,2010,201,3,21
"P",2010-07-20,2010,201,4,21
"P",2010-07-20,2010,201,5,20.9
"P",2010-07-20,2010,201,6,20.8
"P",2010-07-20,2010,201,7,20.4
"P",2010-07-20,2010,201,8,20.2
"P",2010-07-20,2010,201,9,20.1
"P",2010-07-20,2010,201,10,17.2
"P",2010-07-20,2010,201,11,16.9
"P",2010-07-20,2010,201,12,16.8
"P",2010-07-20,2010,201,13,16.6
"P",2010-08-04,2010,216,0,21.9
"P",2010-08-04,2010,216,1,21.9
"P",2010-08-04,2010,216,2,22
"P",2010-08-04,2010,216,3,21.9
"P",2010-08-04,2010,216,4,21.9
"P",2010-08-04,2010,216,5,21.8
"P",2010-08-04,2010,216,6,21.8
"P",2010-08-04,2010,216,7,21.8
"P",2010-08-04,2010,216,8,21.8
"P",2010-08-04,2010,216,9,21.4
"P",2010-08-04,2010,216,10,18.6
"P",2010-08-04,2010,216,11,17.2
"P",2010-08-04,2010,216,12,14.6
"P",2010-08-17,2010,229,0,19.9
"P",2010-08-17,2010,229,1,19.9
"P",2010-08-17,2010,229,2,19.9
"P",2010-08-17,2010,229,3,19.9
"P",2010-08-17,2010,229,4,19.9
"P",2010-08-17,2010,229,5,19.9
"P",2010-08-17,2010,229,6,19.9
"P",2010-08-17,2010,229,7,19.9
"P",2010-08-17,2010,229,8,19.9
"P",2010-08-17,2010,229,9,19.8
"P",2010-08-17,2010,229,10,19.7
"P",2010-08-17,2010,229,11,19.4
"P",2010-08-17,2010,229,12,18.7
"P",2010-08-31,2010,243,0,18.1
"P",2010-08-31,2010,243,1,18.1
"P",2010-08-31,2010,243,2,18.1
"P",2010-08-31,2010,243,3,18.1
"P",2010-08-31,2010,243,4,18.1
"P",2010-08-31,2010,243,5,18.1
"P",2010-08-31,2010,243,6,18.1
"P",2010-08-31,2010,243,7,18.1
"P",2010-08-31,2010,243,8,18.1
"P",2010-08-31,2010,243,9,18.1
"P",2010-08-31,2010,243,10,18.1
"P",2010-08-31,2010,243,11,18.1
"P",2010-08-31,2010,243,12,18
"P",2010-09-07,2010,250,0,16.7
"P",2010-09-07,2010,250,1,16.9
"P",2010-09-07,2010,250,2,16.9
"P",2010-09-07,2010,250,3,16.9
"P",2010-09-07,2010,250,4,16.9
"P",2010-09-07,2010,250,5,16.9
"P",2010-09-07,2010,250,6,16.9
"P",2010-09-07,2010,250,7,16.9
"P",2010-09-07,2010,250,8,16.9
"P",2010-09-07,2010,250,9,16.9
"P",2010-09-07,2010,250,10,16.9
"P",2010-09-07,2010,250,11,16.9
"P",2010-09-07,2010,250,12,16.9
"P",2010-09-28,2010,271,0,13.5
"P",2010-09-28,2010,271,1,13.3
"P",2010-09-28,2010,271,2,13.2
"P",2010-09-28,2010,271,3,13.2
"P",2010-09-28,2010,271,4,13.2
"P",2010-09-28,2010,271,5,13.1
"P",2010-09-28,2010,271,6,13.1
"P",2010-09-28,2010,271,7,13.1
"P",2010-09-28,2010,271,8,13.1
"P",2010-09-28,2010,271,9,13.1
"P",2010-09-28,2010,271,10,13.1
"P",2010-09-28,2010,271,11,13.1
"P",2011-05-10,2011,130,0,9.2
"P",2011-05-10,2011,130,1,9.4
"P",2011-05-10,2011,130,2,9.4
"P",2011-05-10,2011,130,3,9.3
"P",2011-05-10,2011,130,4,9.3
"P",2011-05-10,2011,130,5,9.3
"P",2011-05-10,2011,130,6,9.3
"P",2011-05-10,2011,130,7,9.3
"P",2011-05-10,2011,130,8,9.1
"P",2011-05-10,2011,130,9,8.9
"P",2011-05-10,2011,130,10,8.3
"P",2011-05-10,2011,130,11,7.2
"P",2011-05-10,2011,130,12,5.7
"P",2011-05-10,2011,130,13,4.8
"P",2011-05-25,2011,145,0,15.9
"P",2011-05-25,2011,145,1,15.3
"P",2011-05-25,2011,145,2,15.1
"P",2011-05-25,2011,145,3,15
"P",2011-05-25,2011,145,4,14.9
"P",2011-05-25,2011,145,5,15
"P",2011-05-25,2011,145,6,14.9
"P",2011-05-25,2011,145,7,14.3
"P",2011-05-25,2011,145,8,14
"P",2011-05-25,2011,145,9,13.5
"P",2011-05-25,2011,145,10,8.7
"P",2011-05-25,2011,145,11,8.1
"P",2011-05-25,2011,145,12,7.1
"P",2011-05-25,2011,145,13,6.4
"P",2011-05-25,2011,145,14,6.1
"P",2011-06-07,2011,158,0,14.2
"P",2011-06-07,2011,158,1,14.1
"P",2011-06-07,2011,158,2,14.1
"P",2011-06-07,2011,158,3,14.1
"P",2011-06-07,2011,158,4,14
"P",2011-06-07,2011,158,5,13.7
"P",2011-06-07,2011,158,6,13
"P",2011-06-07,2011,158,7,13
"P",2011-06-07,2011,158,8,12.9
"P",2011-06-07,2011,158,9,12.8
"P",2011-06-07,2011,158,10,12.8
"P",2011-06-07,2011,158,11,12.3
"P",2011-06-07,2011,158,12,11.1
"P",2011-06-07,2011,158,13,10.6
"P",2011-06-21,2011,172,0,17.5
"P",2011-06-21,2011,172,1,17.4
"P",2011-06-21,2011,172,2,17.4
"P",2011-06-21,2011,172,3,17.4
"P",2011-06-21,2011,172,4,17.3
"P",2011-06-21,2011,172,5,17.3
"P",2011-06-21,2011,172,6,17.2
"P",2011-06-21,2011,172,7,17.2
"P",2011-06-21,2011,172,8,17
"P",2011-06-21,2011,172,9,16.4
"P",2011-06-21,2011,172,10,15.3
"P",2011-06-21,2011,172,11,13.4
"P",2011-06-21,2011,172,12,11.5
"P",2011-06-21,2011,172,13,9.4
"P",2011-07-05,2011,186,0,23
"P",2011-07-05,2011,186,1,22.8
"P",2011-07-05,2011,186,2,22.3
"P",2011-07-05,2011,186,3,22.1
"P",2011-07-05,2011,186,4,22.1
"P",2011-07-05,2011,186,5,22
"P",2011-07-05,2011,186,6,21.9
"P",2011-07-05,2011,186,7,20.5
"P",2011-07-05,2011,186,8,19.4
"P",2011-07-05,2011,186,9,18.7
"P",2011-07-05,2011,186,10,18
"P",2011-07-05,2011,186,11,17.5
"P",2011-07-05,2011,186,12,16
"P",2011-07-05,2011,186,13,14.8
"P",2011-07-19,2011,200,0,25.5
"P",2011-07-19,2011,200,1,25.3
"P",2011-07-19,2011,200,2,24.7
"P",2011-07-19,2011,200,3,24.4
"P",2011-07-19,2011,200,4,24.4
"P",2011-07-19,2011,200,5,24.3
"P",2011-07-19,2011,200,6,24.3
"P",2011-07-19,2011,200,7,24
"P",2011-07-19,2011,200,8,23.9
"P",2011-07-19,2011,200,9,23.6
"P",2011-07-19,2011,200,10,23.2
"P",2011-07-19,2011,200,11,21.8
"P",2011-07-19,2011,200,12,19.7
"P",2011-07-19,2011,200,13,16.5
"P",2011-08-03,2011,215,0,22.6
"P",2011-08-03,2011,215,1,22.4
"P",2011-08-03,2011,215,2,22.4
"P",2011-08-03,2011,215,3,22.3
"P",2011-08-03,2011,215,4,22.2
"P",2011-08-03,2011,215,5,22.2
"P",2011-08-03,2011,215,6,22.1
"P",2011-08-03,2011,215,7,21.9
"P",2011-08-03,2011,215,8,21.5
"P",2011-08-03,2011,215,9,21.3
"P",2011-08-03,2011,215,10,21.3
"P",2011-08-03,2011,215,11,21.1
"P",2011-08-03,2011,215,12,20.7
"P",2011-08-03,2011,215,13,16.6
"P",2011-08-16,2011,228,0,21.7
"P",2011-08-16,2011,228,1,21.9
"P",2011-08-16,2011,228,2,21.9
"P",2011-08-16,2011,228,3,21.9
"P",2011-08-16,2011,228,4,21.9
"P",2011-08-16,2011,228,5,21.9
"P",2011-08-16,2011,228,6,21.8
"P",2011-08-16,2011,228,7,21.8
"P",2011-08-16,2011,228,8,21.8
"P",2011-08-16,2011,228,9,21.8
"P",2011-08-16,2011,228,10,21.8
"P",2011-08-16,2011,228,11,21.1
"P",2011-08-16,2011,228,12,20
"P",2011-08-16,2011,228,13,20.7
"P",2011-08-30,2011,242,0,21.1
"P",2011-08-30,2011,242,1,21
"P",2011-08-30,2011,242,2,20.9
"P",2011-08-30,2011,242,3,20.9
"P",2011-08-30,2011,242,4,20.9
"P",2011-08-30,2011,242,5,20.9
"P",2011-08-30,2011,242,6,20.9
"P",2011-08-30,2011,242,7,20.8
"P",2011-08-30,2011,242,8,20.8
"P",2011-08-30,2011,242,9,20.8
"P",2011-08-30,2011,242,10,20.8
"P",2011-08-30,2011,242,11,20.8
"P",2011-08-30,2011,242,12,18.8
"P",2011-09-08,2011,251,0,19.9
"P",2011-09-08,2011,251,1,19.8
"P",2011-09-08,2011,251,2,19.5
"P",2011-09-08,2011,251,3,19.3
"P",2011-09-08,2011,251,4,19.3
"P",2011-09-08,2011,251,5,19.2
"P",2011-09-08,2011,251,6,19.1
"P",2011-09-08,2011,251,7,19.1
"P",2011-09-08,2011,251,8,19.1
"P",2011-09-08,2011,251,9,19
"P",2011-09-08,2011,251,10,18.9
"P",2011-09-08,2011,251,11,18.4
"P",2011-09-08,2011,251,12,18.4
"P",2011-09-22,2011,265,0,15.8
"P",2011-09-22,2011,265,1,15.8
"P",2011-09-22,2011,265,2,15.8
"P",2011-09-22,2011,265,3,15.8
"P",2011-09-22,2011,265,4,15.8
"P",2011-09-22,2011,265,5,15.8
"P",2011-09-22,2011,265,6,15.8
"P",2011-09-22,2011,265,7,15.8
"P",2011-09-22,2011,265,8,15.8
"P",2011-09-22,2011,265,9,15.7
"P",2011-09-22,2011,265,10,15.7
"P",2011-09-22,2011,265,11,15.6
"P",2011-09-22,2011,265,12,15.3
"P",2012-05-08,2012,129,0,NA
"P",2012-05-08,2012,129,1,8.9
"P",2012-05-08,2012,129,2,8.2
"P",2012-05-08,2012,129,3,7.7
"P",2012-05-08,2012,129,4,7.6
"P",2012-05-08,2012,129,5,7.6
"P",2012-05-08,2012,129,6,7.6
"P",2012-05-08,2012,129,7,7.6
"P",2012-05-08,2012,129,8,7.5
"P",2012-05-08,2012,129,9,7.4
"P",2012-05-08,2012,129,10,7.3
"P",2012-05-08,2012,129,11,7.3
"P",2012-05-23,2012,144,0,13.9
"P",2012-05-23,2012,144,1,13.5
"P",2012-05-23,2012,144,2,13.3
"P",2012-05-23,2012,144,3,13.2
"P",2012-05-23,2012,144,4,13.1
"P",2012-05-23,2012,144,5,13
"P",2012-05-23,2012,144,6,12.8
"P",2012-05-23,2012,144,7,12.7
"P",2012-05-23,2012,144,8,12.7
"P",2012-05-23,2012,144,9,12.6
"P",2012-05-23,2012,144,10,12.5
"P",2012-05-23,2012,144,11,12.4
"P",2012-05-23,2012,144,12,11.2
"P",2012-06-05,2012,157,0,14.6
"P",2012-06-05,2012,157,1,14.3
"P",2012-06-05,2012,157,2,14.2
"P",2012-06-05,2012,157,3,14.1
"P",2012-06-05,2012,157,4,14
"P",2012-06-05,2012,157,5,13.9
"P",2012-06-05,2012,157,6,13.8
"P",2012-06-05,2012,157,7,13.6
"P",2012-06-05,2012,157,8,13
"P",2012-06-05,2012,157,9,12.9
"P",2012-06-05,2012,157,10,12.9
"P",2012-06-05,2012,157,11,12.9
"P",2012-06-19,2012,171,0,16.3
"P",2012-06-19,2012,171,1,16.3
"P",2012-06-19,2012,171,2,16.2
"P",2012-06-19,2012,171,3,16.3
"P",2012-06-19,2012,171,4,16.3
"P",2012-06-19,2012,171,5,16.3
"P",2012-06-19,2012,171,6,16.3
"P",2012-06-19,2012,171,7,16.3
"P",2012-06-19,2012,171,8,16.3
"P",2012-06-19,2012,171,9,16.2
"P",2012-06-19,2012,171,10,16.2
"P",2012-06-19,2012,171,11,16.1
"P",2012-06-19,2012,171,12,16.1
"P",2012-07-04,2012,186,0,20.9
"P",2012-07-04,2012,186,1,21
"P",2012-07-04,2012,186,2,21
"P",2012-07-04,2012,186,3,21
"P",2012-07-04,2012,186,4,21
"P",2012-07-04,2012,186,5,21
"P",2012-07-04,2012,186,6,20.9
"P",2012-07-04,2012,186,7,20.9
"P",2012-07-04,2012,186,8,20.7
"P",2012-07-04,2012,186,9,19.9
"P",2012-07-04,2012,186,10,18.1
"P",2012-07-04,2012,186,11,17.6
"P",2012-07-17,2012,199,0,21.8
"P",2012-07-17,2012,199,1,22.1
"P",2012-07-17,2012,199,2,22.1
"P",2012-07-17,2012,199,3,22.1
"P",2012-07-17,2012,199,4,22.1
"P",2012-07-17,2012,199,5,22.1
"P",2012-07-17,2012,199,6,21.8
"P",2012-07-17,2012,199,7,21.4
"P",2012-07-17,2012,199,8,20.8
"P",2012-07-17,2012,199,9,20.6
"P",2012-07-17,2012,199,10,19.9
"P",2012-07-17,2012,199,11,19.7
"P",2012-07-31,2012,213,0,23.9
"P",2012-07-31,2012,213,1,23.8
"P",2012-07-31,2012,213,2,23.6
"P",2012-07-31,2012,213,3,23.5
"P",2012-07-31,2012,213,4,22.9
"P",2012-07-31,2012,213,5,22.7
"P",2012-07-31,2012,213,6,22.5
"P",2012-07-31,2012,213,7,22.1
"P",2012-07-31,2012,213,8,22
"P",2012-07-31,2012,213,9,22
"P",2012-07-31,2012,213,10,22
"P",2012-07-31,2012,213,11,21.8
"P",2012-08-14,2012,227,0,21.8
"P",2012-08-14,2012,227,1,21.9
"P",2012-08-14,2012,227,2,21.7
"P",2012-08-14,2012,227,3,21.7
"P",2012-08-14,2012,227,4,21.7
"P",2012-08-14,2012,227,5,21.7
"P",2012-08-14,2012,227,6,21.7
"P",2012-08-14,2012,227,7,21.6
"P",2012-08-14,2012,227,8,21.6
"P",2012-08-14,2012,227,9,21.5
"P",2012-08-14,2012,227,10,21.5
"P",2012-08-14,2012,227,11,21.4
"P",2013-05-22,2013,142,0,15.3
"P",2013-05-22,2013,142,1,15.1
"P",2013-05-22,2013,142,2,13.8
"P",2013-05-22,2013,142,3,13.4
"P",2013-05-22,2013,142,4,12.3
"P",2013-05-22,2013,142,5,11.6
"P",2013-05-22,2013,142,6,10.7
"P",2013-05-22,2013,142,7,10.5
"P",2013-05-22,2013,142,8,10
"P",2013-05-22,2013,142,9,9.3
"P",2013-05-22,2013,142,10,6.6
"P",2013-05-22,2013,142,11,5.3
"P",2013-05-22,2013,142,12,5
"P",2013-06-04,2013,155,0,15.9
"P",2013-06-04,2013,155,1,15.7
"P",2013-06-04,2013,155,2,15.2
"P",2013-06-04,2013,155,3,15.2
"P",2013-06-04,2013,155,4,15
"P",2013-06-04,2013,155,5,14.8
"P",2013-06-04,2013,155,6,14.7
"P",2013-06-04,2013,155,7,14.7
"P",2013-06-04,2013,155,8,12.8
"P",2013-06-04,2013,155,9,11.1
"P",2013-06-04,2013,155,10,10.8
"P",2013-06-04,2013,155,11,10.7
"P",2013-06-04,2013,155,12,9.7
"P",2013-06-04,2013,155,13,9.4
"P",2013-06-18,2013,169,0,18
"P",2013-06-18,2013,169,1,17.5
"P",2013-06-18,2013,169,2,16.8
"P",2013-06-18,2013,169,3,16.4
"P",2013-06-18,2013,169,4,16.3
"P",2013-06-18,2013,169,5,16.1
"P",2013-06-18,2013,169,6,15.9
"P",2013-06-18,2013,169,7,15.7
"P",2013-06-18,2013,169,8,15.7
"P",2013-06-18,2013,169,9,15.4
"P",2013-06-18,2013,169,10,14.7
"P",2013-06-18,2013,169,11,14.2
"P",2013-06-18,2013,169,12,13.4
"P",2013-07-03,2013,184,0,23.4
"P",2013-07-03,2013,184,1,23.3
"P",2013-07-03,2013,184,2,23.1
"P",2013-07-03,2013,184,3,22.5
"P",2013-07-03,2013,184,4,20.5
"P",2013-07-03,2013,184,5,20.2
"P",2013-07-03,2013,184,6,20
"P",2013-07-03,2013,184,7,19.1
"P",2013-07-03,2013,184,8,16.7
"P",2013-07-03,2013,184,9,16.1
"P",2013-07-03,2013,184,10,15.9
"P",2013-07-03,2013,184,11,14.9
"P",2013-07-16,2013,197,0,21.4
"P",2013-07-16,2013,197,1,21.4
"P",2013-07-16,2013,197,2,21.4
"P",2013-07-16,2013,197,3,21.3
"P",2013-07-16,2013,197,4,21.3
"P",2013-07-16,2013,197,5,21.3
"P",2013-07-16,2013,197,6,21.3
"P",2013-07-16,2013,197,7,21.3
"P",2013-07-16,2013,197,8,21.2
"P",2013-07-16,2013,197,9,21.2
"P",2013-07-16,2013,197,10,18.2
"P",2013-07-16,2013,197,11,16
"P",2013-07-30,2013,211,0,20
"P",2013-07-30,2013,211,1,20
"P",2013-07-30,2013,211,2,19.9
"P",2013-07-30,2013,211,3,19.9
"P",2013-07-30,2013,211,4,19.9
"P",2013-07-30,2013,211,5,19.9
"P",2013-07-30,2013,211,6,19.7
"P",2013-07-30,2013,211,7,19.7
"P",2013-07-30,2013,211,8,19.7
"P",2013-07-30,2013,211,9,19.6
"P",2013-07-30,2013,211,10,19.1
"P",2013-07-30,2013,211,11,18.3
"P",2013-07-30,2013,211,12,17.6
"P",2013-08-13,2013,225,0,19.9
"P",2013-08-13,2013,225,1,19.8
"P",2013-08-13,2013,225,2,19.7
"P",2013-08-13,2013,225,3,19.6
"P",2013-08-13,2013,225,4,19.5
"P",2013-08-13,2013,225,5,19.5
"P",2013-08-13,2013,225,6,19.4
"P",2013-08-13,2013,225,7,19.3
"P",2013-08-13,2013,225,8,19.2
"P",2013-08-13,2013,225,9,19.2
"P",2013-08-13,2013,225,10,19.2
"P",2013-08-13,2013,225,11,18
"P",2013-08-27,2013,239,0,23.5
"P",2013-08-27,2013,239,1,22.6
"P",2013-08-27,2013,239,2,22.2
"P",2013-08-27,2013,239,3,21.9
"P",2013-08-27,2013,239,4,21.2
"P",2013-08-27,2013,239,5,21.1
"P",2013-08-27,2013,239,6,20.7
"P",2013-08-27,2013,239,7,20.4
"P",2013-08-27,2013,239,8,20.2
"P",2013-08-27,2013,239,9,19.4
"P",2013-08-27,2013,239,10,18.8
"P",2013-08-27,2013,239,11,18.2
"P",2014-05-13,2014,133,0,6.9
"P",2014-05-13,2014,133,1,6.9
"P",2014-05-13,2014,133,2,6.8
"P",2014-05-13,2014,133,3,6.8
"P",2014-05-13,2014,133,4,6.8
"P",2014-05-13,2014,133,5,6.8
"P",2014-05-13,2014,133,6,6.8
"P",2014-05-13,2014,133,7,6.8
"P",2014-05-13,2014,133,8,6.8
"P",2014-05-13,2014,133,9,6.7
"P",2014-05-13,2014,133,10,6.5
"P",2014-05-13,2014,133,11,2.3
"P",2014-05-13,2014,133,12,2.3
"P",2014-05-27,2014,147,0,15.2
"P",2014-05-27,2014,147,1,15.2
"P",2014-05-27,2014,147,2,15
"P",2014-05-27,2014,147,3,14.9
"P",2014-05-27,2014,147,4,14.8
"P",2014-05-27,2014,147,5,14.6
"P",2014-05-27,2014,147,6,14.4
"P",2014-05-27,2014,147,7,14.3
"P",2014-05-27,2014,147,8,8.3
"P",2014-05-27,2014,147,9,5.6
"P",2014-05-27,2014,147,10,4.5
"P",2014-05-27,2014,147,11,3.6
"P",2014-05-27,2014,147,12,3.2
"P",2014-06-24,2014,175,0,16.8
"P",2014-06-24,2014,175,1,16.5
"P",2014-06-24,2014,175,2,16.5
"P",2014-06-24,2014,175,3,16.5
"P",2014-06-24,2014,175,4,16.4
"P",2014-06-24,2014,175,5,16.4
"P",2014-06-24,2014,175,6,16.3
"P",2014-06-24,2014,175,7,16.3
"P",2014-06-24,2014,175,8,16.3
"P",2014-06-24,2014,175,9,16.2
"P",2014-06-24,2014,175,10,15.8
"P",2014-06-24,2014,175,11,15.5
"P",2014-06-24,2014,175,12,9.6
"P",2014-07-08,2014,189,0,20.4
"P",2014-07-08,2014,189,1,20.2
"P",2014-07-08,2014,189,2,20.1
"P",2014-07-08,2014,189,3,20
"P",2014-07-08,2014,189,4,20
"P",2014-07-08,2014,189,5,19.9
"P",2014-07-08,2014,189,6,19.9
"P",2014-07-08,2014,189,7,19.8
"P",2014-07-08,2014,189,8,19.3
"P",2014-07-08,2014,189,9,17.5
"P",2014-07-08,2014,189,10,16.9
"P",2014-07-08,2014,189,11,16.5
"P",2014-07-08,2014,189,12,16
"P",2014-07-22,2014,203,0,21.8
"P",2014-07-22,2014,203,1,21
"P",2014-07-22,2014,203,2,20.9
"P",2014-07-22,2014,203,3,20.9
"P",2014-07-22,2014,203,4,20.9
"P",2014-07-22,2014,203,5,20.8
"P",2014-07-22,2014,203,6,20.8
"P",2014-07-22,2014,203,7,20.2
"P",2014-07-22,2014,203,8,19.9
"P",2014-07-22,2014,203,9,19.7
"P",2014-07-22,2014,203,10,19
"P",2014-07-22,2014,203,11,18.5
"P",2014-07-22,2014,203,12,16.7
"P",2014-08-06,2014,218,0,23.6
"P",2014-08-06,2014,218,1,23.7
"P",2014-08-06,2014,218,2,23.7
"P",2014-08-06,2014,218,3,23.7
"P",2014-08-06,2014,218,4,23.1
"P",2014-08-06,2014,218,5,21.4
"P",2014-08-06,2014,218,6,20.9
"P",2014-08-06,2014,218,7,20.6
"P",2014-08-06,2014,218,8,20.4
"P",2014-08-06,2014,218,9,20.1
"P",2014-08-06,2014,218,10,19.9
"P",2014-08-06,2014,218,11,19.2
"P",2014-08-06,2014,218,12,18.3
"P",2014-08-06,2014,218,13,16.2
"P",2014-08-19,2014,231,0,22.8
"P",2014-08-19,2014,231,1,22.8
"P",2014-08-19,2014,231,2,22.7
"P",2014-08-19,2014,231,3,22.7
"P",2014-08-19,2014,231,4,22.6
"P",2014-08-19,2014,231,5,22.3
"P",2014-08-19,2014,231,6,21.9
"P",2014-08-19,2014,231,7,21.5
"P",2014-08-19,2014,231,8,21.5
"P",2014-08-19,2014,231,9,21.4
"P",2014-08-19,2014,231,10,20.7
"P",2014-08-19,2014,231,11,19.9
"P",2014-08-19,2014,231,12,18.2
"P",2015-04-29,2015,119,0,8.5
"P",2015-04-29,2015,119,1,8.5
"P",2015-04-29,2015,119,2,8.5
"P",2015-04-29,2015,119,3,8.4
"P",2015-04-29,2015,119,4,7.9
"P",2015-04-29,2015,119,5,7.7
"P",2015-04-29,2015,119,6,7.2
"P",2015-04-29,2015,119,7,6.3
"P",2015-04-29,2015,119,8,5.6
"P",2015-04-29,2015,119,9,5.6
"P",2015-04-29,2015,119,10,4.9
"P",2015-04-29,2015,119,11,4.7
"P",2015-04-29,2015,119,12,3.2
"P",2015-04-29,2015,119,13,2.9
"P",2015-05-12,2015,132,0,11.4
"P",2015-05-12,2015,132,1,11.3
"P",2015-05-12,2015,132,2,11.2
"P",2015-05-12,2015,132,3,11.2
"P",2015-05-12,2015,132,4,11.2
"P",2015-05-12,2015,132,5,11
"P",2015-05-12,2015,132,6,10.8
"P",2015-05-12,2015,132,7,10.7
"P",2015-05-12,2015,132,8,10.6
"P",2015-05-12,2015,132,9,10.6
"P",2015-05-12,2015,132,10,9.3
"P",2015-05-12,2015,132,11,4.6
"P",2015-05-12,2015,132,12,3.9
"P",2015-05-26,2015,146,0,18.2
"P",2015-05-26,2015,146,1,18.1
"P",2015-05-26,2015,146,2,11.8
"P",2015-05-26,2015,146,3,11.2
"P",2015-05-26,2015,146,4,11
"P",2015-05-26,2015,146,5,10.6
"P",2015-05-26,2015,146,6,10.4
"P",2015-05-26,2015,146,7,10.2
"P",2015-05-26,2015,146,8,10
"P",2015-05-26,2015,146,9,9.9
"P",2015-05-26,2015,146,10,9.8
"P",2015-06-09,2015,160,0,18.31
"P",2015-06-09,2015,160,1,18.31
"P",2015-06-09,2015,160,2,18.3
"P",2015-06-09,2015,160,3,18.28
"P",2015-06-09,2015,160,4,18.24
"P",2015-06-09,2015,160,5,18.21
"P",2015-06-09,2015,160,6,18.15
"P",2015-06-09,2015,160,7,18.11
"P",2015-06-09,2015,160,8,16.2
"P",2015-06-09,2015,160,9,15.37
"P",2015-06-09,2015,160,10,13.75
"P",2015-06-23,2015,174,0,19.46
"P",2015-06-23,2015,174,1,19.63
"P",2015-06-23,2015,174,2,18.93
"P",2015-06-23,2015,174,3,18.85
"P",2015-06-23,2015,174,4,18.81
"P",2015-06-23,2015,174,5,18.69
"P",2015-06-23,2015,174,6,18.53
"P",2015-06-23,2015,174,7,17.07
"P",2015-06-23,2015,174,8,16.2
"P",2015-06-23,2015,174,9,15.74
"P",2015-07-07,2015,188,0,21.5
"P",2015-07-07,2015,188,1,21.5
"P",2015-07-07,2015,188,2,21.5
"P",2015-07-07,2015,188,3,21.5
"P",2015-07-07,2015,188,4,21.1
"P",2015-07-07,2015,188,5,20.3
"P",2015-07-07,2015,188,6,19.6
"P",2015-07-07,2015,188,7,18.9
"P",2015-07-07,2015,188,8,17.3
"P",2015-07-07,2015,188,9,15.7
"P",2015-07-07,2015,188,10,14.4
"P",2015-07-07,2015,188,11,11.9
"P",2015-07-07,2015,188,12,11
"P",2015-07-21,2015,202,0,21.9
"P",2015-07-21,2015,202,1,21.8
"P",2015-07-21,2015,202,2,21.8
"P",2015-07-21,2015,202,3,21.5
"P",2015-07-21,2015,202,4,20.7
"P",2015-07-21,2015,202,5,19.9
"P",2015-07-21,2015,202,6,19.8
"P",2015-07-21,2015,202,7,19.8
"P",2015-07-21,2015,202,8,19.8
"P",2015-07-21,2015,202,9,19.8
"P",2015-07-21,2015,202,10,19.2
"P",2015-07-21,2015,202,11,15.9
"P",2015-07-21,2015,202,12,12
"P",2015-08-05,2015,217,0,21.2
"P",2015-08-05,2015,217,1,21.2
"P",2015-08-05,2015,217,2,21.2
"P",2015-08-05,2015,217,3,21.2
"P",2015-08-05,2015,217,4,21.1
"P",2015-08-05,2015,217,5,21.1
"P",2015-08-05,2015,217,6,21.1
"P",2015-08-05,2015,217,7,21
"P",2015-08-05,2015,217,8,20.8
"P",2015-08-05,2015,217,9,20
"P",2015-08-05,2015,217,10,19.3
"P",2015-08-05,2015,217,11,18.7
"P",2015-08-05,2015,217,12,15.5
"P",2015-08-18,2015,230,0,21.8
"P",2015-08-18,2015,230,1,20.9
"P",2015-08-18,2015,230,2,20.7
"P",2015-08-18,2015,230,3,20.7
"P",2015-08-18,2015,230,4,20.7
"P",2015-08-18,2015,230,5,20.6
"P",2015-08-18,2015,230,6,20.4
"P",2015-08-18,2015,230,7,20.3
"P",2015-08-18,2015,230,8,20.1
"P",2015-08-18,2015,230,9,20
"P",2015-08-18,2015,230,10,19.9
"P",2015-08-18,2015,230,11,19.8
"P",2015-08-18,2015,230,12,19.6
"P",2016-05-13,2016,134,0,10.1
"P",2016-05-13,2016,134,1,10.1
"P",2016-05-13,2016,134,2,10.1
"P",2016-05-13,2016,134,3,10.1
"P",2016-05-13,2016,134,4,10.1
"P",2016-05-13,2016,134,5,10.1
"P",2016-05-13,2016,134,6,10.1
"P",2016-05-13,2016,134,7,10.1
"P",2016-05-13,2016,134,8,10.1
"P",2016-05-13,2016,134,9,10.1
"P",2016-05-13,2016,134,10,10.1
"P",2016-05-25,2016,146,0,14.8
"P",2016-05-25,2016,146,1,14.5
"P",2016-05-25,2016,146,2,14.4
"P",2016-05-25,2016,146,3,14.3
"P",2016-05-25,2016,146,4,14.3
"P",2016-05-25,2016,146,5,14.1
"P",2016-05-25,2016,146,6,14
"P",2016-05-25,2016,146,7,13
"P",2016-05-25,2016,146,8,13
"P",2016-05-25,2016,146,9,12.6
"P",2016-05-25,2016,146,10,12.4
"P",2016-05-25,2016,146,11,10.9
"P",2016-05-25,2016,146,12,9.8
"P",2016-06-07,2016,159,0,16.4
"P",2016-06-07,2016,159,1,16.4
"P",2016-06-07,2016,159,2,16.3
"P",2016-06-07,2016,159,3,16.2
